"exped","ubic","numextubi","numintubi","colubi"
"25007010","PLATINO OTE","516","","FOMERREY 22"
"25007011","PLATINO OTE 514","","","FOMERREY 22"
"25007012","PLATINO OTE 512","","","FOMERREY 22"
"25007013","BORO 1319","","","FOMERREY 22"
"25007014","BORO","1317","","SAN PEDRO 400"
"25007015","BORO 1315","","","FOMERREY 22"
"25007016","BORO","1313","","FOMERREY 22"
"25007017","BORO 1311","","","FOMERREY 22"
"25007018","BORO 1309","","","FOMERREY XXII"
"25007019","BORO 1307","","","FOMERREY 22"
"25007020","BORO 1305","","","FOMERREY XXII"
"25007021","BORO","1303","","FOMERREY 22"
"25007022","POTASIO","509","A","FOMERREY 22"
"25007023","POTACIO","511","","FOMERREY 22"
"25007024","POTACIO 513","","","FOMERREY 22"
"25008001","POTASIO Y BORO 507","","","FOMERREY 22"
"25008002","BORO 1304","","","FOMERREY XXII"
"25008003","BORO","1306","","FOMERREY XXII"
"25008004","BORO","1308","","FOMERREY 22"
"25008005","BORO 1310","","","FOMERREY XXII"
"25008006","BORO 1312","","","FOMERREY 22"
"25008007","BORO 1314","","","FOMERREY 22"
"25008008","BORO 1316","","","FOMERREY 22"
"25008009","PLATINO OTE","508","","FOMERREY 22"
"25008010","PLATINO OTE","506","","FOMERREY 22"
"25008011","PLATINO OTE L11 M8 FOM XXII","","",""
"25008012","PLATINO OTE 502","","","FOMERREY 22"
"25008013","AZUFRE 1315","","","FOMERREY XXII"
"25008014","AZUFRE","1313","","FOMERREY 22"
"25008015","AZUFRE 1311","","","FOMERREY 22"
"25008016","AZUFRE","1309","","FOMERREY 22"
"25008017","AZUFRE 1307","","","FOMERREY 22"
"25008018","AZUFRE","1305","","FOMERREY 22"
"25008019","AZUFRE","1303","","FOMERREY 22"
"25008020","POTASIO","501","","FOMERREY 22"
"25008021","POTASIO","503","","FOMERREY 22"
"25008022","POTASIO 505","","","FOMERREY 22"
"25009001","URANIO Y PLATA","S/N","","FOMERREY 22"
"25009002","PLATA Y GRAFITO","","","FOMERREY 22"
"25009003","GRAFITO Y URANIO","","","FOMERREY 22"
"25010001","CARBONO 436","","","FOMERREY 22"
"25010002","CARBONO","434","","FOMERREY 22"
"25010003","CARBONO 432","","","FOMERREY 22"
"25010004","CARBONO 430","","","FOMERREY 22"
"25010005","CARBONO 428","","","FOMERREY 22"
"25010006","CARBONO 426","","","FOMERREY XXII"
"25010007","CARBONO 424","","","FOMERREY 22"
"25010008","CARBONO 422","","","FOMERREY 22"
"25010009","CARBONO","420","","SAN PEDRO 400"
"25010010","CARBONO 418","","","FOMERREY 22"
"25010011","CARBONO 416","","","FOMERREY 22"
"25010012","CARBONO","414","","FOMERREY 22"
"25010013","CARBONO 412","","","FOMERREY 22"
"25010014","CARBONO 410","","","FOMERREY 22"
"25010015","CARBONO 408","","","FOMERREY 22"
"25010016","CARBONO","406","","FOMERREY XXII"
"25010017","CARBONO","404","","FOMERREY 22"
"25010018","CARBONO 420","","","FOMERREY 22"
"25010019","PLATA 401","","","FOMERREY XXII"
"25010020","PLATA","403","","SAN PEDRO 400"
"25010021","PLATA","405","","FOMERREY 22"
"25010022","PLATA","407","","SAN PEDRO 400"
"25010023","PLATA","409","","FOMERREY 22"
"25010024","PLATA 411","","","FOMERREY 22"
"25010025","PLATA","413","","FOMERREY XXII"
"25010026","PLATA","415","","FOMERREY 22"
"25010027","PLATA L27","","","FOMERREY XXII"
"25010028","PLATA 419","","","FOMERREY XXII"
"25010029","PLATA 421","","","FOMERREY XXII"
"25010030","URANIO 423","","","FOMERREY 22"
"25011001","ZINC","438","","SAN PEDRO 400"
"25011002","ZINC","436","","SAN PEDRO 400"
"25011003","ZINC","434","","FOMERREY 22"
"25011004","ZINC","432","","FOMERREY 22"
"25011005","ZINC 430","","","FOMERREY 22"
"25011006","ZINC","428","","FOMERREY 22"
"25011007","ZINC 426","","","FOMERREY 22"
"25011008","ZINC 424","","","FOMERREY 22"
"25011009","ZINC 422","","","FOMERREY 22"
"25011010","ZINC","420","","FOMERREY 22"
"25011011","ZINC","620","","FOMERREY 22"
"25011012","ZINC 416","","","FOMERREY 22"
"25011013","ZINC 414","","","FOMERREY 22"
"25011014","ZINC 412","","","FOMERREY 22"
"25011015","ZINC 410","","","FOMERREY 22"
"25011016","ZINC 408","","","FOMERREY 22"
"25011017","ZINC","406","","FOMERREY 22"
"25011018","ZINC","404","","FOMERREY 22"
"25011019","ZINC","402","","FOMERREY 22"
"25011020","CARBONO 401","","","FOMERREY 22"
"25011021","CARBONO","403","","FOMERREY 22"
"25011022","CARBONO","405","","FOMERREY 22"
"25011023","CARBONO 407","","","FOMERREY XXII"
"25011024","CARBONO","409","","FOMERREY 22"
"25011025","CARBONO 411","","","FOMERREY 22"
"25011026","CARBONO 413","","","FOMERREY 22"
"25011027","CARBONO 415","","","FOMERREY 22"
"25011028","CARBONO","417","","FOMERREY 22"
"25011029","CARBONO 419","","","FOMERREY 22"
"25011030","CARBONO 421","","","FOMERREY 22"
"25011031","CARBONO 423","","","FOMERREY 22"
"25011032","CARBONO 425","","","FOMERREY XXII"
"25011033","CARBONO","427","","FOMERREY 22"
"25011034","CARBONO 429","","","FOMERREY 22"
"25011035","CARBONO 431","","","FOMERREY XXII"
"25011036","CARBONO","433","","FOMERREY 22"
"25011037","CARBONO 435","","","FOMERREY 22"
"25011038","CARBONO","437","","FOMERREY 22"
"25011039","CARBONO 439","","","FOMERREY 22"
"25012001","COBRE","434","","FOMERREY 22"
"25012002","COBRE 432","","","FOMERREY 22"
"25012003","COBRE","430","","SAN PEDRO 400"
"25012004","COBRE","428","","FOMERREY 22"
"25012005","COBRE 426","","","FOMERREY 22"
"25012006","COBRE 424","","","FOMERREY 22"
"25012007","COBRE 422","","","FOMERREY 22"
"25012008","COBRE","420","","FOMERREY 22"
"25012009","COBRE 418","","","FOMERREY 22"
"25012010","COBRE","416","","FOMERREY 22"
"25012011","COBRE","414","","FOMERREY 22"
"25012012","COBRE","412","","FOMERREY XXII"
"25012013","COBRE 410","","","FOMERREY 22"
"25012014","COBRE 408","","","FOMERREY 22"
"25012015","COBRE","406","","SAN PEDRO 400"
"25012016","COBRE","404","","FOMERREY 22"
"25012017","COBRE 402","","","FOMERREY 22"
"25012018","ZINC","401","","FOMERREY 22"
"25012019","ZINC 403","","","FOMERREY 22"
"25012020","ZINC","405","","FOMERREY 22"
"25012021","ZINC","407","","FOMERREY XXII"
"25012022","ZINC 409","","","FOMERREY 22"
"25012023","ZINC 411","","","FOMERREY 22"
"25012024","ZINC 413","","","FOMERREY 22"
"25012025","ZINC","415","","SAN PEDRO 400"
"25012026","ZINC","417","","FOMERREY 22"
"25012027","ZINC","417","","FOMERREY 22"
"25012028","ZINC","419","","FOMERREY 22"
"25012029","ZINC","423","","FOMERREY 22"
"25012030","ZINC 425","","","FOMERREY XXII"
"25012031","ZINC 427","","","FOMERREY 22"
"25012032","ZINC 429","","","FOMERREY 22"
"25012033","ZINC 431","","","FOMERREY XXII"
"25012034","ZINC 431","","","FOMERREY 22"
"25012035","ZINC","435","","SAN PEDRO 400"
"25013001","ANTIMONIO","434","","EL OBISPO"
"25013002","ANTIMONIO","432","","FOMERREY 22"
"25013003","ANTIMONIO","430","","FOMERREY 22"
"25013004","ANTIMONIO","428","","FOMERREY 22"
"25013005","ANTIMONIO 426","","","FOMERREY 22"
"25013006","ANTIMONIO 424","","","FOMERREY 22"
"25013007","ANTIMONIO","422","","FOMERREY 22"
"25013008","ANTIMONIO 420","","","FOMERREY 22"
"25013009","ANTIMONIO","418","","FOMERREY 22"
"25013010","ANTIMONIO 416","","","FOMERREY 22"
"25013011","ANTIMONIO","414","","FOMERREY XXII"
"25013012","ANTIMONIO","412","","FOMERREY 22"
"25013013","ANTIMONIO 410","","","FOMERREY 22"
"25013014","ANTIMONIO 408","","","FOMERREY 22"
"25013015","ANTIMONIO","406","","FOMERREY 22"
"25013016","ANTIMONIO 404","","","FOMERREY 22"
"25013017","ANTIMONIO 402","","","FOMERREY XXII"
"25013018","COBRE 401","","","FOMERREY 22"
"25013019","COBRE 403","","","FOMERREY 22"
"25013020","COBRE 405","","","FOMERREY 22"
"25013021","COBRE 407","","","FOMERREY 22"
"25013022","COBRE","409","","FOMERREY 22"
"25013023","COBRE","411","","FOMERREY 22"
"25013024","COBRE","413","","FOMERREY 22"
"25013025","COBRE","415","","VALLE DEL OBISPO"
"25013026","COBRE 417","","","FOMERREY XXII"
"25013027","COBRE 419","","","FOMETRREY 22"
"25013028","COBRE","421","","FOMERREY 22"
"25013029","COBRE 4","423","","FOMERREY XX11"
"25013030","COBRE","425","","FOMERREY 22"
"25013031","COBRE","427","","FOMERREY 22"
"25013032","COBRE","429","","FOMERREY 22"
"25013033","COBRE 431","","","FOMERREY 22"
"25013034","COBRE 433","","","FOMERREY 22"
"25013035","COBRE","435","","FOMERREY 22"
"25014001","SODIO","436","","FOMERREY 22"
"25014002","SODIO 434","","","FOMERREY 22"
"25014003","SODIO 432","","","FOMERREY 22"
"25014004","SODIO 430","","","FOMERREY 22"
"25014005","SODIO","428","","FOMERREY 22"
"25014006","SODIO 426","","","FOMERREY 22"
"25014007","SODIO 424","","","FOMERREY 22"
"25014008","SODIO 422","","","FOMERREY 22"
"25014009","SODIO","420","","FOMERREY 22"
"25014010","SODIO","418","","FOMERREY 22"
"25014011","SODIO","416","","FOMERREY 22"
"25014012","SODIO 414","","","FOMERREY 22"
"25014013","SODIO 412","","","FOMERREY 22"
"25014014","SODIO 410","","","FOMERREY 22"
"25014015","SODIO","408","","FOMERREY 22"
"25014016","SODIO","406","","FOMERREY 22"
"25014017","SODIO","404","","FOMERREY 22"
"25014018","SODIO 402","","","FOMERREY 22"
"25014019","ANTIMONIO 401","","","FOMERREY XXII"
"25014020","ANTIMONIO","403","","FOMERREY XXII"
"25014021","ANTIMONIO 405","","","FOMERREY 22"
"25014022","ANTIMONIO 407","","","FOMERREY XXII"
"25014023","ANTIMONIO","409","","FOMERREY XXII"
"25014024","ANTIMONIO 411","","","FOMERREY 22"
"25014025","ANTIMONIO 413","","","FOMERREY 22"
"25014026","ANTIMONIO 415","","","FOMERREY XXII"
"25014027","ANTIMONIO 417","","","FOMERREY 22"
"25014028","ANTIMONIO 419","","","FOMERREY XXXI"
"25014029","ANTIMONIO 421","","","FOMERREY XXII"
"25014030","ANTIMONIO","423","","FOMERREY 22"
"25014031","ANTIMONIO 425","","","FOMERREY XXII"
"25014032","ANTIMONIO 427","","","FOMERREY 22"
"25014033","ANTIMONIO","425","","FOMERREY 22"
"25014034","ANTIMONIO","431","","FOMERREY XXII"
"25014035","ANTIMONIO","433","","FOMERREY XXII"
"25014036","ANTIMONIO 435","","","FOMERREY XXII"
"25015001","POTASIO 436","","","FOMERREY 22"
"25015002","POTASIO","434","","FOMERREY 22"
"25015003","POTASIO 432","","","FOMERREY 22"
"25015004","POTASIO","430","","FOMERREY XXII"
"25015005","POTASIO","428","","FOMERREY 22"
"25015006","POTASIO 426","","","FOMERREY 22"
"25015007","POTASIO 424","","","FOMERREY 22"
"25015008","POTASIO 422","","","FOMERREY 22"
"25015009","POTASIO 420","","","FOMERREY XXII"
"25015010","POTASIO","418","","FOMERREY XXII"
"25015011","POTASIO","416","","FOMERREY XXII"
"25015012","POTASIO","414","","FOMERREY 22"
"25015013","POTASIO 412","","","FOMERREY 22"
"25015014","POTASIO 410","","","FOMERREY 22"
"25015015","POTASIO","408","","FOMERREY 22"
"25015016","POTASIO","406","","FOMERREY 22"
"25015017","POTASIO 404","","","FOMERREY 22"
"25015018","POTASIO 402","","","FOMERREY 22"
"25015019","SODIO","401","","FOMERREY 22"
"25015020","SODIO","403","","FOMERREY 22"
"25015021","SODIO","405","","FOMERREY 22"
"25015022","SODIO 407","","","FOMERREY 22"
"25015023","SODIO 409","","","FOMERREY 22"
"25015024","SODIO 411","","","FOMERREY 22"
"25015025","SODIO","413","","FOMERREY 22"
"25015026","SODIO 415","","","FOMERREY 22"
"25015027","SODIO 417","","","FOMERREY 22"
"25015028","SODIO","419","","FOMERREY 22"
"25015029","SODIO","421","","FOMERREY 22"
"25015030","SODIO","423","","FOMERREY 22"
"25015031","SODIO","425","","FOMERREY 22"
"25015032","SODIO","427","","FOMERREY 22"
"25015033","SODIO","429","","FOMERREY 22"
"25015034","SODIO","431","","FOMERREY 22"
"25015035","SODIO 433","","","FOMERREY 22"
"25015036","SODIO","435","","FOMERREY 22"
"25016001","POTACIO","423","","FOMERREY 22"
"25016002","AZUFRE","1304","","FOMERREY 22"
"25016003","AZUFRE 1304","","","FOMERREY 22"
"25016004","AZUFRE 1308","","","FOMERREY XXII"
"25016005","AZUFRE","1310","","FOMERREY XXII"
"25016006","AZUFRE","1312","","SAN PEDRO 400"
"25016007","PLATINO 424","","","FOMERREY 22"
"25016008","PLATINO","422","","FOMERREY 22"
"25016009","PLATINO OTE 420","","","FOMERREY 22"
"25016010","PLATINO","418","","SAN PEDRO 400"
"25016011","MAGNESIO","1311","","SAN PEDRO 400"
"25016012","ESTA\O 1309","","","FOMERREY 22"
"25016013","ESTA\O 1307","","","FOMERREY 22"
"25016014","MAGNESIO","1305","","SAN PEDRO 400"
"25016015","MAGNESIO","1303","","SAN PEDRO 400"
"25016016","POTASIO 417","","","FOMERREY XXII"
"25016017","POTASIO","419","","SAN PEDRO 400"
"25016018","POTASIO","421","","FOMERREY 22"
"25017001","POTASIO","415","","FOMERREY XXII"
"25017002","MAGNESIO","1304","","FOMERREY 22"
"25017003","ESTA/O 1306","","","FOMERREY 22"
"25017004","MANGANESIO","1308","","FOMERREY 22"
"25017005","MAGNESIO","1310","","FOMERREY 22"
"25017006","PLATINO 418","","","FOMERREY 22"
"25017007","PLATINO 414","","","FOMERREY 22"
"25017008","PLATINO 412","","","FOMERREY 22"
"25017009","PLATINO 410","","","FOMERREY 22"
"25017010","NIQUEL","1309","","FOMERREY 22"
"25017011","NIQUEL 1307","","","FOMERREY 22"
"25017012","NIQUEL 1305","","","FOMERREY 22"
"25017013","NIQUEL 1303","","","FOMERREY XXII"
"25017014","POTASIO","409","","SAN PEDRO 400"
"25017015","POTASIO","411","","FOMERREY 22"
"25017016","POTASIO","413","","FOMERREY 22"
"25018001","POTASIO","407","","FOMERREY 22"
"25018002","NIQUEL","1304","","FOMERREY 22"
"25018003","NIQUEL","1306","","FOMERREY 22"
"25018004","NIQUEL","1308","","FOMERREY 22"
"25018005","PLATINO","408","","FOMERREY 22"
"25018006","PLATINO 406","","","FOMERREY 22"
"25018007","PLATINO 404","","","FOMERREY 22"
"25018008","PLATINO","402","","FOMERREY 22"
"25018009","GRAFITO","1305","","FOMERREY 22"
"25018010","GRAFITO 1303","","","FOMERREY 22"
"25018011","POTASIO 401","","","FOMERREY 22"
"25018012","POTASIO 403","","","FOMERREY 22"
"25018013","POTACIO","405","","FOMERREY 22"
"25019001","GRAFITO Y FIERRO 334","","","FOMERREY 22"
"25019002","FIERRO 332","","","FOMERREY 22"
"25019003","FIERRO 330","","","FOMERREY 22"
"25019004","FIERRO","328","","SAN PEDRO 400"
"25019005","FIERRO 326","","","FOMERREY 22"
"25019006","FIERRO","324","","FOMERREY 22"
"25019007","FIERRO 322","","","FOMERREY 22"
"25019008","FIERRO 320","","","FOMERREY 22"
"25019009","FIERRO","318","","FOMERREY XXII"
"25019010","FIERRO","316","","FOMERREY 22"
"25019011","FIERRO","314","","FOMERREY 22"
"25019012","FIERRO","312","","FOMERREY 22"
"25019013","FIERRO","310","","FOMERREY XXII"
"25019014","FIERRO 308","","","FOMERREY 22"
"25019015","FIERRO 306","","","FOMERREY 22"
"25019016","FIERRO 304","","","FOMERREY 22"
"25019017","FIERRO 302","","","FOMERREY 22"
"25019018","CROMO 301","","","FOMERREY 22"
"25019019","CROMO","303","","FOMERREY 22"
"25019020","CROMO","305","","FOMERREY XXII"
"25019021","CROMO","307","","FOMERREY 22"
"25019022","CROMO 309","","","FOMERREY 22"
"25019023","CROMO","311","","FOMERREY 22"
"25019024","CROMO 313","","","FOMERREY 22"
"25019025","CROMO","315","","FOMERREY 22"
"25019026","CROMO","317","","FOMERREY 22"
"25019027","CROMO 319","","","FOMERREY XXII"
"25019028","CROMO 321","","","FOMERREY 22"
"25019029","CROMO","323","","FOMERREY XXII"
"25019030","CROMO 325","","","FOMERREY 22"
"25019031","CROMO","327","","FOMERREY 22"
"25019032","CROMO 329","","","FOMERREY 22"
"25019033","CROMO 331","","","FOMERREY 22"
"25019034","CROMO 333","","","FOMERREY 22"
"25020001","ORO","334","","FOMERREY 22"
"25020002","ORO","332","","FOMERREY 22"
"25020003","ORO 330","","","FOMERREY 22"
"25020004","ORO 328","","","FOMERREY 22"
"25020005","ORO 326","","","FOMERREY 22"
"25020006","ORO","324","","FOMERREY 22"
"25020007","ORO 322","","","FOMERREY 22"
"25020008","ORO","320","","FOMERREY 22"
"25020009","ORO 318","","","FOMERREY 22"
"25020010","ORO 316","","","FOMERREY 22"
"25020011","ORO","314","","FOMERREY 22"
"25020012","ORO 312","","","FOMERREY 22"
"25020013","ORO 310","","","FOMERREY 22"
"25020014","ORO","308","","FOMERREY XXII"
"25020015","ORO 306","","","FOMERREY 22"
"25020016","ORO","304","","FOMERREY 22"
"25020017","ORO 302","","","FOMERREY 22"
"25020018","FIERRO","301","","FOMERREY 22"
"25020019","FIERRO 303","","","FOMERREY 22"
"25020020","FIERRO 305","","","FOMERREY 22"
"25020021","FIERRO","307","","FOMERREY 22"
"25020022","FIERRO 309","","","FOMERREY 22"
"25020023","FIERRO","311","","FOMERREY 22"
"25020024","FIERRO 313","","","FOMERREY 22"
"25020025","FIERRO","315","","FOMERREY 22"
"25020026","FIERRO","317","","FOMERREY 22"
"25020027","FIERRO","319","","FOMERREY 22"
"25020028","FIERRO 321","","","FOMERREY XXII"
"25020029","FIERRO","323","","FOMERREY 22"
"25020030","FIERRO","325","","FOMERREY 22"
"25020031","FIERRO 327","","","FOMERREY 22"
"25020032","FIERRO 329","","","FOMERREY 22"
"25020033","FIERRO","331","","FOMERREY 22"
"25020034","FIERRO 333","","","FOMERREY 22"
"25021001","ALUMINIO","334","","FOMERREY 22"
"25021002","ALUMINIO 332","","","FOMERREY 22"
"25021003","ALUMINIO","330","","FOMERREY 22"
"25021004","ALUMINIO 328","","","FOMERREY 22"
"25021005","ALUMINIO","326","","FOMERREY 22"
"25021006","ALUMINIO","324","","FOMERREY 22"
"25021007","ALUMINIO 322","","","FOMERREY 22"
"25021008","ALUMINIO","320","","FOMERREY 22"
"25021009","ALUMINIO 318","","","FOMERREY 22"
"25021010","ALUMINIO 316","","","FOMERREY 22"
"25021011","ALUMINIO","314","","FOMERREY 22"
"25021012","ALUMINIO 312","","","FOMERREY 22"
"25021013","ALUMINIO 310","","","FOMERREY 22"
"25021014","ALUMINIO 308","","","FOMERREY 22"
"25021015","ALUMINIO","306","","SAN PEDRO 400"
"25021016","ALUMINIO 304","","","FOMERREY 22"
"25021017","ALUMINIO Y COBALTO","302","","FOMERREY XXII"
"25021018","ORO","301","","FOMERREY 22"
"25021019","ORO 303","","","FOMERREY 22"
"25021020","ORO","305","","FOMERREY 22"
"25021021","ORO","307","","FOMERREY 22"
"25021022","ORO","309","","FOMERREY XXII"
"25021023","ORO 311","","","FOMERREY 22"
"25021024","ORO 313","","","FOMERREY 22"
"25021025","ORO","315","","FOMERREY 22"
"25021026","ORO 317","","","FOMERREY 22"
"25021027","ORO","319","","FOMERREY 22"
"25021028","ORO 321","","","FOMERREY 22"
"25021029","ORO","323","","FOMERREY 22"
"25021030","ORO 325","","","FOMERREY 22"
"25021031","ORO 327","","","FOMERREY 22"
"25021032","ORO 329","","","FOMERREY XXII"
"25021033","ORO","331","","FOMERREY 22"
"25021034","ORO 333","","","FOMERREY 22"
"25022001","PLATA","338","","FOMERREY 22"
"25022002","PLATA 336","","","FOMERREY 22"
"25022003","PLATA 334","","","FOMERREY XXII"
"25022004","PLATA 332","","","FOMERREY 22"
"25022005","PLATA","330","","FOMERREY 22"
"25022006","PLATA 328","","","FOMERREY 22"
"25022007","PLATA","326","","FOMERREY 22"
"25022008","PLATA","324","","FOMERREY 22"
"25022009","PLATA 322","","","FOMERREY 22"
"25022010","PLATA 320","","","FOMERREY 22"
"25022011","PLATA","318","","FOMERREY 22"
"25022012","PLATA 316","","","FOMERREY 22"
"25022013","PLATA","314","","FOMERREY 22"
"25022014","PLATA 312","","","FOMERREY 22"
"25022015","PLATA","310","","FOMERREY 22"
"25022016","PLATA 308","","","FOMERREY 22"
"25022017","PLATA 306","","","FOMERREY 22"
"25022018","PLATA 304","","","FOMERREY XXII"
"25022019","PLATA 302","","","FOMERREY 22"
"25022020","URANIO","301","","FOMERREY 22"
"25022021","URANIO 303","","","FOMERREY 22"
"25022022","URANIO 305","","","FOMERREY 22"
"25022023","URANIO","307","","FOMERREY 22"
"25022024","URANIO 309","","","FOMERREY 22"
"25022025","URANIO","311","","FOMERREY 22 SAN PEDR"
"25022026","URANIO","313","","FOMERREY 22"
"25022027","URANIO 315","","","FOMERREY 22"
"25022028","URANIO","317","","FOMERREY 22"
"25022029","URANIO","319","","FOMERREY 22"
"25022030","URANIO","321","","FOMERREY 22"
"25022031","URANIO 323","","","FOMERREY 22"
"25022032","URANIO","325","","FOMERREY 22"
"25022033","URANIO 327","","","FOMERREY 22"
"25022034","URANIO 329","","","FOMERREY 22"
"25022035","URANIO 331","","","FOMERREY 22"
"25022036","URANIO","333","","FOMERREY 22"
"25022037","URANIO 335","","","FOMERREY 22"
"25022038","URANIO 337","","","FOMERREY 22"
"25023001","CARBONO","338","","FOMERREY 22"
"25023002","CARBONO 336","","","FOMERREY 22"
"25023003","CARBONO","334","","FOMERREY 22"
"25023004","CARBONO","332","","FOMERREY 22"
"25023005","CARBONO","330","","FOMERREY 22"
"25023006","CARBONO 328","","","FOMERREY 22"
"25023007","CARBONO","326","","FOMERREY 22"
"25023008","CARBONO 324","","","FOMERREY 22"
"25023009","CARBONO 322","","","FOMERREY 22"
"25023010","CARBONO","320","","FOMERREY XXII"
"25023011","CARBONO L 11 M 23","","","FOMERREY 22"
"25023012","CARBONO 316","","","FOMERREY 22"
"25023013","CARBONO","314","","FOMERREY 22"
"25023014","CARBONO","312","","FOMERREY 22"
"25023015","CARBONO","310","","FOMERREY 22"
"25023016","CARBONO 308","","","FOMERREY 22"
"25023017","CARBONO","306","","FOMERREY 22"
"25023018","CARBONO 304","","","FOMERREY 22"
"25023019","CARBONO 302","","","FOMERREY 22"
"25023020","PLATA 301","","","FOMERREY 22"
"25023021","PLATA 303","","","FOMERREY 22"
"25023022","PLATA 305","","","FOMERREY 22"
"25023023","PLATA 307","","","FOMERREY 22"
"25023024","PLATA 309","","","VALLE DEL OBISPO"
"25023025","PLATA","311","","FOMERREY 22"
"25023026","PLATA 313","","","FOMERREY 22"
"25023027","PLATA","315","","FOMERREY 22"
"25023028","PLATA","317","","FOMERREY 22"
"25023029","PLATA 319","","","FOMERREY 22"
"25023030","PLATA","321","","FOMERREY 22"
"25023031","PLATA 323","","","FOMERREY 22"
"25023032","PLATA","325","","FOMERREY 22"
"25023033","PLATA 327","","","FOMERREY 22"
"25023034","PLATA","329","","FOMERREY 22"
"25023035","PLATA","331","","FOMERREY 22"
"25023036","PLATA","333","","FOMERERY 22"
"25023037","PLATA 335","","","FOMERREY 22"
"25023038","PLATA 337","","","FOMERREY 22"
"25024001","ZINC","338","","FOM 22"
"25024002","ZINC 336","","","FOMERREY 22"
"25024003","ZINC","334","","FOMERREY 22"
"25024004","ZINC 332","","","FOMERREY 22"
"25024005","ZINC 330","","","FOMERREY 22"
"25024006","ZINC 328","","","FOMERREY 22"
